Ticket;Nombre comun;Fecha;evento;Ciudad;Vereda;Arboles;Hectareas
1292;Guayacan Rosado, Ceiba Bonga, Almendro, Acacia Roja, Guanabano, Guamo Peludo, Samán;10/29/2021 12:00:00 AM;"Actividad educativa ""Guardianes de la Naturaleza""";Caracolí;El 62;100;0.2
1684;papayo, Zapote, Falsa acacia, Guayacan Rosado, Quiebrabarrigo, Cedro, Guayacan Amarillo, Piñón de Oreja, Matarratón, Ceiba Bonga, Guanabano, Caracolí, Almendro, Acacia Roja, Samán;02/23/2022 12:00:00 AM;Sembratón;Caracolí;El Bagre;1000;2
926;Caracolí, Ceiba Bonga;5/11/2021 0:00;Conmemoración dia del árbol;Caracolí;La María;100;0.2
124;Artocarpus altitis, Kigelia africana, Machaerium villosum, Moringa oleifera, Clathrotropis brachypetala, Tambor, totumo, velero, Quiebrabarrigo, Cedro Rojo, Piñón de Oreja, Cedro Amarillo, Caña Fistula, Ceiba Bonga, Ceiba Verde Bonga, Guamo Machete, Guayacan Trebol, Leucaena, Tachuelo 2, Chachafruto, Samán;08/27/2020 12:00:00 AM;Sembraton Quebradona;Caracolí;Quebradona;1000;2
1028;Guayacan Rosado, Suribio, Acacia Roja, Caracolí, Ceiba Verde Bonga;06/16/2021 12:00:00 AM;Conmemoración Semana del Medio Ambiente;Caracolí;Sardinas;300;0.6
1686;papayo, Guayacan Rosado, Quiebrabarrigo, Guayacan Amarillo, Piñón de Oreja, Matarratón, Ceiba Bonga, Acacia Roja, Aguacate, Almendro, Caracolí, Guanabano, Samán;12/22/2021 12:00:00 AM;siembra;Caracolí;Sardinas;278;0.556
376;Quimulá, Quiebrabarrigo, Arrayán, Guayacán de Manizalez, Pino Colombiano Romeron, Espadero, Escobo 1, Camargo;10/15/2020 12:00:00 AM;Siembra de Arboles;Caramanta;Cabecera Municipal;33;0.066
661;durantas;02/20/2021 12:00:00 AM;siembre de árboles;Caramanta;Cabecera Municipal;40;0.08
471;Quimulá, Aguadulce, Arrayan Eugenio, Alcaparro Enano, Holly, Pino Colombiano Romeron, Aguacatillo;10/13/2020 12:00:00 AM;Siembra de arboles PTAP Municipal;Caramanta;Cabecera Municipal;50;0.1
1727;Cedro Rojo, Guayacan Amarillo, Piñón de Oreja, Guamo Liso, Yarumo Blanco, Balso, Carbonero, Nogal Cafetero;02/28/2022 12:00:00 AM;Obligación Contractual;Caramanta;Cabecera Municipal;344;0.688
786;Arrayan Eugenio;03/23/2021 12:00:00 AM;SIEMBRA DE ARBOLES EN EL MARCO DEL CONVENIO 040-COV2009-127 DENOMINADO BIOVIVEROS;Caramanta;Cabecera Municipal;36;0.072
1824;Quiebrabarrigo, Guamo Machete, Chocho Alcaparro, Sauce, Chachafruto, Nogal Cafetero;09/21/2021 12:00:00 AM;Obligación Contractual;Caramanta;Cabecera Municipal;60;0.12
662;Eugenio;02/20/2021 12:00:00 AM;Siembra Cumplimiento Cláusula Quinta Numeral 08 Contrato No.190-CNT2101-20;Caramanta;Cabecera Municipal;63;0.12
732;Niguito, arrayan comun, Quimulá, Arrayan Eugenio, Sauco de Monte, Cheflera Mano de Oso, Palma Payanesa, Cardenillo, Aguadulce, Escobo 1, Mermelada, Chagualon, Cheflera Pategallina, Espadero, Guayabo Negro, Cabo de Hacha, Holly, Arrayan de Hoja Pequeña, Brazo de Tigre, Carbonero, Chagualo, Roble;10/04/2020 0:00;Siembra de arboles en la bocatoma del acueducto de la Vereda El Balso en el marco del programa de Hojitas comunales;Caramanta;El Balso;1500;3
740;Sauco de Monte, Chagualo, Niguito, arrayan comun, Quimulá, Arrayan Eugenio, Cheflera Mano de Oso, Palma Payanesa, Cardenillo, Aguadulce, Escobo 1, Mermelada, Chagualon, Cheflera Pategallina, Espadero, Guayabo Negro, Cabo de Hacha, Holly, Brazo de Tigre, Arrayan de Hoja Pequeña, Carbonero, Roble;10/10/2020 0:00;Siembra de arboles en las fuentes La Unión, El Porvenir y La Esperanza que surten de agua la Vereda La Unión, en el marco del programa Hojitas Comunales;Caramanta;La Unión;1500;3
664;Quimulá, Quiebrabarrigo, Cedro de Altura, Guayacán de Manizalez, Gallinazo, Arrayan de Hoja Pequeña, Alcaparro Enano, Camargo, carate rojo, Sauco de Monte, Nadador, Arrayan Eugenio, Cedro Negro, Guayabo Negro, Espadero, Huesito, Cacho de Venado, Arrayan Yayo, Escobo 1, olivo de cera, Simplocus, Cheflera Mano de Oso, Pino Colombiano Romeron, Barcino, Drago, Aliso, Chagualo, Aguacatillo, Roble;3/08/2020 0:00;SEMBRATON;Caramanta;Olibales;2900;5.8
2534;Quiebrabarrigo, Guayacan Amarillo, Guadua, Guamo Churimo, Niguito, Chachafruto, Nogal Cafetero;1/11/2022 0:00;Siembra convenio 040-COV2108-64;Caramanta;Olibales;315;0.63
822;Quimulá, Quiebrabarrigo, Arrayán, Mangle, Drago, Aliso, Chirlobirlo;12/05/2020 0:00;Obligación Contractual;Caramanta;San José;71;0.142
474;Quimulá, Guayacán de Manizalez, Alcaparro Enano, carate rojo, Sauco de Monte, Arrayan Eugenio, Espadero, Cheflera Mano de Oso, Pino Colombiano Romeron, Huesito, Camargo, Chagualo, Aguacatillo;10/24/2020 12:00:00 AM;Reforestación Bocatoma La Esperanza;Caramanta;Sucre;91;0.182
445;EUCALIPTO;8/12/2020 0:00;PREDIO PARTICULAR;Carolina del Príncipe;Claritas;275;0.55
844;Quimulá, Cedro de Altura, Guayacán de Manizalez, CHICALA, Laurel 3, Guayabo Comun, divi divi, Palma de Cera del Quindìo, Pestaña de Mula, surivios, Hayuelos;03/26/2021 12:00:00 AM;Sembraton Fundacion EPM - Corantioquia;Carolina del Príncipe;Claritas;835;1.67
1301;Quimulá, Cedro Negro;10/12/2021 0:00;SEMBRATON 12 DE OCTUBRE;Carolina del Príncipe;Claritas;100;0.2
235;Guayacán Amarillo;11/07/2020 0:00;Cada uno un árbol;Carolina del Príncipe;La Camelia;2;0.004
1285;Boton de oro, Matarratón, EUCALIPTO, Arboloco, Acacia;10/18/2021 12:00:00 AM;Siembra arboles convenio 040COV-2108-72 Carolina del Príncipe;Carolina del Príncipe;La Camelia;130;0.26
1744;Achote, Guayacan de manizalez, liberal, Suribio, Guayabo Comun, Chirlobirlo;12/15/2021 12:00:00 AM;SIEMBRA CONVENIO CORANTIOQUIA 040COV-2108-72;Carolina del Príncipe;La Camelia;7400;14.8
1745;Quiebrabarrigo, Arboloco, Sauce, liberal, Chirlobirlo;01/15/2022 12:00:00 AM;SIEMBRA CONVENIO CORANTIOQUIA 040COV-2108-72;Carolina del Príncipe;La Camelia;1000;2
1743;Achote, Guayacan de manizalez, Suribio, Guayabo Comun, Chirlobirlo;12/02/2021 0:00;SIEMBRA CONVENIO CORANTIOQUIA 040COV-2108-72;Carolina del Príncipe;La Herradura;4300;8.6
1297;Quimulá, Guayacan Amarillo, Arrayán, Guayacán de Manizalez, Escobo 2, Navajuelo, Navajuelo, Sauco de Monte, Borrachero, Nadador, Zanca de Mula, Cedro Negro, Simplocus, Guasco, olivo de cera, Cheflera Mano de Oso, Quina, meliosma, Guamo Churimo, Pino Colombiano Romeron, Drago, Chagualo, Aguacatillo;10/12/2021 0:00;SEMBRATON 12 DE OCTUBRE;Carolina del Príncipe;La Herradura;3000;6
1275;Suribio, Matarratón, Sauce, EUCALIPTO;10/08/2021 0:00;SIEMBRA  OBLIGACIÓN CONVENIO 040COV-2108-74;Carolina del Príncipe;La Vega;125;0.25
2300;Candelo;10/13/2021 12:00:00 AM;SEMBRATON APOYO;Carolina del Príncipe;Tenche;5000;10
444;EUCALIPTO;11/18/2020 12:00:00 AM;PREDIO PARTICULAR;Carolina del Príncipe;Tenche;100;0.2
2298;Amarraboyo;03/29/2021 12:00:00 AM;SEMBRATON APOYO;Carolina del Príncipe;Tenche;2600;5.2
2299;Arrayán;10/15/2021 12:00:00 AM;SEMBRATON APOYO;Carolina del Príncipe;Tenche;1000;2
760;Guayacán Amarillo, orejero, Cedro, campano, cativo, Algarrobo;03/15/2021 12:00:00 AM;Obligación Contractual;Caucasia;Cabecera Municipal;67;0.134
1721;Guayacan Rosado, Cedro, Guayacan Amarillo, Piñón de Oreja, Caracolí, Samán;2/07/2022 0:00;Sembratón contrato No 110-CNT2110-134;Caucasia;Cabecera Municipal;251;0.502
472;Suribio, Guayacan, Piñón de Oreja;12/17/2020 12:00:00 AM;Siembra de árboles en el nacimiento de la quebrada quitasol;Caucasia;Caceri;120;0.24
1505;Guayacan Amarillo, Abarco, Algarrobo;9/12/2021 0:00;Siembra por Siembra por Levantamiento de Veda Regional;Caucasia;Caceri;2284;4.568
1629;Piñón de Oreja, Matarratón, acacia amarilla, Algarrobo, Samán, Roble;12/09/2021 0:00;Reforestación:  Sembrando vida y salvando nuestro planeta;Caucasia;Campo Alegre;680;1.36
1105;Guayacan Rosado, Suribio, Caracolí, Cedro, Caimito, Leucaena, Guacimo, Caoba, Guanabana, Chirimoya;05/20/2021 12:00:00 AM;REFORESTACIÓN EN EL RESGUARDO INDÍGENA EL PANDO  EN EL MARCO DEL CONVENIO 040-COV2010 –182 DEL 2020;Caucasia;El Pando;3345;22.3
1103;Guayacan Rosado, Suribio, Caracolí, Cedro, Lluvia de Oro, Leucaena, Tambor, Guacimo, Caoba, Caimito;05/20/2021 12:00:00 AM;REFORESTACIÓN EN EL RESGUARDO INDÍGENA EL PANDO  EN EL MARCO DEL CONVENIO 040-COV2010 –182 DEL 2020;Caucasia;El Pando;1500;10
1102;Guayacan Rosado, Pechinde, Caracolí, Cedro, campano, Tambor, Caoba, Polvillo, NOGAL, Ebano, Abarco;05/20/2021 12:00:00 AM;REFORESTACIÓN EN EL RESGUARDO INDÍGENA EL PANDO  EN EL MARCO DEL CONVENIO 040-COV2010 –182 DEL 2020;Caucasia;El Pando;9600;64
1107;Guayacan Rosado, Suribio, Caracolí, Cedro, Caoba, Tambor, Leucaena, saman, Guacimo, Abarco, Ebano, Guanabana, Caimito, Chirimoya;05/20/2021 12:00:00 AM;REFORESTACIÓN EN EL RESGUARDO INDÍGENA EL PANDO  EN EL MARCO DEL CONVENIO 040-COV2010 –182 DEL 2020;Caucasia;El Pando;1095;7.3
1106;Guayacan Rosado, Suribio, Caracolí, Cedro, Leucaena, Guacimo, saman, Tambor, Abarco, Ebano, Caimito;05/20/2021 12:00:00 AM;REFORESTACIÓN EN EL RESGUARDO INDÍGENA EL PANDO  EN EL MARCO DEL CONVENIO 040-COV2010 –182 DEL 2020;Caucasia;El Pando;1545;10.3
1104;Guayacan Rosado, Suribio, Caracolí, Cedro, Caimito, Lluvia de Oro, Leucaena, Caoba;05/20/2021 12:00:00 AM;REFORESTACIÓN EN EL RESGUARDO INDÍGENA EL PANDO  EN EL MARCO DEL CONVENIO 040-COV2010 –182 DEL 2020;Caucasia;El Pando;2415;16.1
118;Guayacan Rosado, Guayacan Trebol, Caracolí, Melina, Roble;08/19/2020 12:00:00 AM;Jornada de Siembra de Arboles;Caucasia;Margento;1700;3.4
119;Guayacán Amarillo, Guayacan Rosado, Piñón de Oreja, Palma Corozito, Caracolí, Ceiba Amarilla, Algarrobo;12/18/2019 12:00:00 AM;Sembratòn en suelo Degradado por Mineria;Caucasia;Margento;1800;3.6
1652;Caucho;10/31/2021 12:00:00 AM;siembra Voluntaria Mineros Aluvial S.A.S;Caucasia;Quitasol;185823;371.646
843;Guayancán Polvillo, Abarco;03/19/2020 12:00:00 AM;Sembraron en el marco de ejecución de Compensaciones Ambientales por Levantamiento parcial de veda de la Resolución 040-RES;Caucasia;Quitasol;435;0.87
1473;Abarco, Caoba, Guacimo, Gumana, Algarrobo, Chirlobirlo;10/14/2021 12:00:00 AM;Siembra por Permiso de Aprovechamiento Forestal;Caucasia;Santa Rosita;306;0.612
1506;Abarco, Caoba, Guacimo, Gumana, Algarrobo;06/29/2021 12:00:00 AM;Siembra por Siembra por Permiso de Aprovechamiento Forestal;Caucasia;Santa Rosita;32;0.064
1475;Guayacán Amarillo, Guayacan Rosado, Cendro, Guayacan Amarillo, piñon de oreja, Cedro Amarillo, matarraton, Abarco, Guacimo, Gumana, Ceiba Tolúa, saman, Caoba, Gualanday, Algarrobo, Chirlobirlo;10/24/2021 12:00:00 AM;Licencia Ambiental;Caucasia;Santa Rosita;27602;55.204
1507;Abarco, Caoba, Guacimo, Gumana, Algarrobo, Chirlobirlo;09/20/2021 12:00:00 AM;Siembra por Permiso de Aprovechamiento Forestal;Caucasia;Santa Rosita;63;0.126
1474;Caoba, Mango, Abarco, saman, Gumana, Guacimo, Guanabana, Algarrobo;6/12/2021 0:00;Siembra por Permiso de Aprovechamiento Forestal;Caucasia;Santa Rosita;141;0.282
865;Guayacan Amarillo, Guayacan Rosado, Chiminango, Gualanday;11/24/2020 12:00:00 AM;Jornada de siembra de 1100 arboles - Contrato 110-CNT2009-125 Obligación 40;Cisneros;Bellavista;121;0.242
1692;totumo, Bucaro, Guadua, acacia amarilla, Nogal Cafetero;01/26/2022 12:00:00 AM;Convites de restauración;Cisneros;Bellavista;100;0.2
863;Guayacan Amarillo, Guayacan Rosado, Chiminango, Gualanday;11/24/2020 12:00:00 AM;Jornada de siembra de 1100 arboles - Contrato 110-CNT2009-125 Obligación 40;Cisneros;Bellavista;185;0.37
866;Guayacan Amarillo, Chiminango, Casco de Vaca;11/24/2020 12:00:00 AM;Jornada de siembra de 1100 arboles - Contrato 110-CNT2009-125 Obligación 40;Cisneros;Bellavista;89;0.178
551;Guadua;11/29/2020 12:00:00 AM;sembraton;Cisneros;Bellavista;100;0.2
550;Nogal Cafetero;11/24/2020 12:00:00 AM;sembraton;Cisneros;Bellavista;400;0.8
862;Guayacan Rosado, Casco de Vaca, Gualanday, Nogal Cafetero;11/24/2020 12:00:00 AM;Jornada de siembra de 1100 arboles - Contrato 110-CNT2009-125 Obligación 40;Cisneros;Bellavista;117;0.234
864;Guayacan Rosado, Casco de Vaca, Nogal Cafetero;11/24/2020 12:00:00 AM;Jornada de siembra de 1100 arboles - Contrato 110-CNT2009-125 Obligación 40;Cisneros;Bellavista;88;0.176
548;Nogal Cafetero;08/29/2020 12:00:00 AM;Sembraton;Cisneros;Cruces;200;0.4
549;Guadua;08/29/2020 12:00:00 AM;sembraton;Cisneros;Cruces;200;0.4
547;totumo;6/05/2020 0:00;la siembra no une;Cisneros;Cruces;100;0.2
1755;Cedro, Guadua, Algarrobo;01/24/2022 12:00:00 AM;Restauración Ecológica El Dos;Cisneros;El Dos;120;0.24
1756;Cedro, Bucaro, Algarrobo;01/29/2022 12:00:00 AM;Restauración ecológica El Limón;Cisneros;El Limon;100;0.2
1867;Cedro, Suribio, Casco de Vaca, Vara Santa, Dinde, Payandé, Móncoro, Ceiba rosada, Samán;11/13/2021 12:00:00 AM;Obligación Contractual;Cisneros;Santa Elena;30;0.06
1253;Zapote, Quiebrabarrigo, Guayacan Amarillo, Laurel 1, Roble;10/12/2021 0:00;SEMBRATON 12 DE OCTUBRE;Concordia;El Cascajo;1000;2
2356;Uribio, Mamoncillo, totumo, Guayacán de bola, Diomate, Roble;3/05/2021 0:00;Siembra por la vida;Concordia;El Golpe;2759;5.518
1782;bamboo, Guayacan Amarillo, laurel, Chachafruto;03/17/2022 12:00:00 AM;convite de reforestación;Concordia;Morelia;115;0.23
2357;Uribio, Diomate, Varasanta, Mamoncillo, Roble;8/08/2021 0:00;siembra;Concordia;Morrón;5439;10.878
1569;Guayacán Amarillo, Quiebrabarrigo, Chachafruto;1/07/2022 0:00;Sembratón contrato 120-CNT2110-133;Concordia;San Luis;12;0.024
1781;Guayacan Amarillo, laurel, Chachafruto;03/16/2022 12:00:00 AM;convite reforestación;Concordia;San Luis;100;0.2
1522;Cedro, Guayacan Amarillo, EUCALIPTO, Roble;12/01/2021 0:00;Sembraton convenio gestión de residuos sólidos Concordia 040-COV2105-16;Concordia;San Luis;98;0.196
583;Guayacán Amarillo;2/11/2021 0:00;Sembratón Concordia, Antioquia - Convenio convenio 040-COV2009-11;Concordia;Ventanas;60;0.12
2302;Niguito;10/20/2021 12:00:00 AM;SEMBRATON APOYO;Concordia;Yarumal;1000;2
199;COLA DE ZORRO;10/24/2020 12:00:00 AM;COMFAMA COPABACANA;Copacabana;Apeon;1;0.002
1971;Cedro, Guayacan Polvillo, Aceituno, Guamo Liso, nacedero, Escobo 2, Ceiba Bonga, Balso, Gualanday;12/15/2021 12:00:00 AM;compenscion obligacion 160AN-RES2104-1867;Copacabana;Cabuyal;2012;4.024
1401;Senna multiglandulosa;11/27/2021 12:00:00 AM;Obligación Contractual;Copacabana;Granizal;38;0.076
217;hoja lanza, Casco de Vaca, azuceno, Sauce, Yarumo Blanco, Amarraboyo, Guayabo Comun, Chirlobirlo;10/24/2020 12:00:00 AM;SEMBRATON COMFAMA COPACABANA;Copacabana;Peñolcito;72;0.144
410;Arbol san joaquin;11/07/2020 0:00;150-CNT2007-84;Copacabana;Zarzal la Luz;11;0.022
254;Arrayán, Escobo 1, Cheflera, Sauco de Monte;11/07/2020 0:00;Cada uno un árbol;Copacabana;Zarzal la Luz;30;0.06
782;azuceno;03/22/2021 12:00:00 AM;Resiembra;Copacabana;Zarzal la Luz;6;0.012
1307;Barcino;08/22/2021 12:00:00 AM;Siembra un arbol;Copacabana;Zarzal la Luz;25;0.05
1306;Carbonero;08/22/2021 12:00:00 AM;Siembra un arbol;Copacabana;Zarzal la Luz;80;0.16
1304;Paco;08/22/2021 12:00:00 AM;Siembra;Copacabana;Zarzal la Luz;12;0.024
1876;Guadua, Frutegallina, Cámbulo, Lechudo, Mano de Tigre, Níspero Japón, Nogal Cafetero;11/29/2021 12:00:00 AM;Obligación Contractual;Copacabana;Zarzal la Luz;30;0.06
1823;Guayacán Amarillo;09/20/2021 12:00:00 AM;Obligación Contractual;Donmatías;Cabecera Municipal;130;0.26
422;Guayacan Rosado, Aguacatillo;12/21/2020 12:00:00 AM;Obligación convenio 040-COV2010-176;Donmatías;Bellavista;40;0.08
1685;Laurel 1;02/15/2022 12:00:00 AM;compensacion;Donmatías;Iborra;400;0.8
962;Palma de Cera del Quindìo, Roble;6/05/2021 0:00;Obligación Contractual;Donmatías;Iborra;41;0.082
1687;Quimulá;02/15/2022 12:00:00 AM;compensacion;Donmatías;Iborra;800;1.6
774;Alcaparro Enano;2/10/2021 0:00;compensación siembra convenio Nº 040-COV2007-57;Donmatías;La Piedrahita;410;0.82
283;Aliso;08/15/2020 12:00:00 AM;Sembraton Vereda La Piedrahita;Donmatías;La Piedrahita;5;0.01
825;Guayacán de Manizalez;03/20/2021 12:00:00 AM;celebración del día del agua;Donmatías;La Piedrahita;180;0.36
475;Aliso;08/15/2020 12:00:00 AM;Jornada de sembraton;Donmatías;La Piedrahita;5;0.01
1298;Eugenio;10/12/2021 0:00;SEMBRATON 12 DE OCTUBRE;Donmatías;La Piedrahita;2000;4
1073;Chirlobirlo;07/22/2021 12:00:00 AM;compensación por convenio  040-COV-2010-164;Donmatías;La Piedrahita;500;1
2303;Arrayán;04/21/2021 12:00:00 AM;SEMBRATON APOYO;Donmatías;Quebrada Arriba;15000;30
2304;Chaparro;8/05/2021 0:00;SEMBRATON APOYO;Donmatías;Quebrada Arriba;7500;15
710;OLIVOS, Quimulá, Alcaparro Criollo, Chocho Rojo, Chagualo;08/18/2020 12:00:00 AM;SEMBRATON DON MATIAS;Donmatías;Expansion Urbana;7000;14
2555;Eugenio;4/10/2022 0:00;Siembra Finca la Bonita;Ebéjico;Alto El Brasil;66;0.132
1513;Eugenio;12/12/2021 0:00;Cumplimiento contrato;Ebéjico;Alto El Brasil;15;0.03
2393;Eugenio;4/10/2022 0:00;Obligación Contractual;Ebéjico;Alto El Brasil;60;0.12
345;AGUACATE HASH, Naranja Tangelo, Limon, Mandarina, Guayabo, Mandarino;11/07/2020 0:00;Siembra;Ebéjico;Alto El Brasil;8;0.016
1580;Mandarina Oneko, Mandarina Amarilla, guayaba manzana, Zapote, Naranja ombligona, Lomón Pajarito, Almendros, Guayaba Pera, Guayacan Amarillo, Carambolo;12/04/2021 0:00;Siembra arboles;Ebéjico;Alto El Brasil;66;0.132
67;Arrayan Eugenio;03/15/2020 12:00:00 AM;Sembraton;Ebéjico;Bosque Naranjo;800;1.6
836;Guayacan Rosado, Quiebrabarrigo, Mangle, velero, Aliso, Nogal Cafetero;10/16/2020 12:00:00 AM;Obligación Contractual;Ebéjico;Campo Alegre;150;0.3
68;Biscofia, Guayacán Amarillo, Quiebrabarrigo, Chumbimbo, Jagua, Gualanday, Nogal Cafetero;03/15/2020 12:00:00 AM;Sembraton;Ebéjico;Chachafruto;525;1.05
1695;Guayacan Amarillo;01/26/2022 12:00:00 AM;Atributo Ecosistémico;Ebéjico;Chachafruto;40;0.08
79;piñon de oreja, Guayacán Amarillo, Guayacan Rosado, Chocho Rojo, Acacia Roja, Guadua, Urapan, Pisquín;03/15/2020 12:00:00 AM;Sembraton;Ebéjico;Comunidad;150;0.3
88;Guayacán Amarillo, Guayacan Rosado, Piñón de Oreja, Guadua, Pisquín, Chocho Rojo, Acacia Rosada, Urapan;03/15/2020 12:00:00 AM;SEMBRATON;Ebéjico;Comunidad;1000;2
90;Guayacán Amarillo, Guayacan Rosado, Piñón de Oreja, Guadua, Pisquín, Chocho, Acacia Roja, Urapan;03/15/2020 12:00:00 AM;SEMBRATON;Ebéjico;Comunidad;300;0.6
82;Guayacán Amarillo, Guayacan Rosado, Piñón de Oreja, Guadua, Pisquín, Chocho Rojo, Acacia Rosada, Urapan;03/15/2020 12:00:00 AM;Sembraton;Ebéjico;Comunidad;150;0.3
77;Guayacán Amarillo, Guayacan Rosado, Piñón de Oreja, Chocho Rojo, Acacia Roja, Guadua, Urapan, velero;03/15/2020 12:00:00 AM;Sembraton;Ebéjico;El Retiro;249;0.498
1053;Cedro Amarillo, Búcaro, Acacia Rosada, Nogal Cafetero;12/15/2020 12:00:00 AM;SEMBRATÓN PARA LA VIDA;Ebéjico;El Retiro;20;0.04
89;Guayacán Amarillo, Guayacan Rosado, Piñón de Oreja, Guadua, Pisquín, Chocho Rojo, Acacia Roja, Urapan;03/15/2020 12:00:00 AM;SEMBRATON;Ebéjico;El Retiro;250;0.5
1122;Pino Colombiano Romeron, Guayacán blanco, Eugenio;04/29/2021 12:00:00 AM;Sembratón;Ebéjico;Fatima;35;0.07
1037;Eugenio;04/29/2021 12:00:00 AM;Sembratón;Ebéjico;Fatima;35;0.07
1890;Arrayán, Cámbulo, Carbonero, Nogal Cafetero, Roble;12/15/2021 12:00:00 AM;Obligación Contractual;Ebéjico;Fatima;40;0.08
1409;Guayabo Comun;12/15/2021 12:00:00 AM;190-CNT2110-136;Ebéjico;Filo de  Los Arboledas;77;0.154
1042;Pomo, Guayacán Amarillo, Aguacatillo, Nogal Cafetero;07/16/2021 12:00:00 AM;Sembraton municipio de Ebéjico;Ebéjico;La Esmeralda;300;0.6
83;Guayacán Amarillo, Guayacan Rosado, Piñón de Oreja, Guadua, Pisquín, Chocho, Acacia Rosada, Urapan;03/15/2020 12:00:00 AM;SEMBRATON;Ebéjico;Los Pomos;1000;2
74;piñon de oreja, Guayacán Amarillo, Guayacan Rosado, Chocho Rojo, Acacia Roja, Guadua, Urapan, Pisquín, Acacia Rosada;03/15/2020 12:00:00 AM;Sembraton;Ebéjico;Los Pomos;999;1.998
75;pisquines, Guayacán Amarillo, Guayacan Rosado, Piñón de Oreja, Chocho Rojo, Acacia Roja, Guadua, Urapan;03/15/2020 12:00:00 AM;Sembraton;Ebéjico;Nariño;298;0.596
76;pisquines, Guayacán Amarillo, Guayacan Rosado, Piñón de Oreja, Chocho Rojo, Acacia Roja, Guadua, Urapan;03/15/2020 12:00:00 AM;Sembraton;Ebéjico;Nariño;298;0.596
2306;Varasanta;10/20/2021 12:00:00 AM;SEMBRATON APOYO;Ebéjico;Quirimara Placitas;2000;4
70;Biscofia, grasellos, Guayacán Amarillo, Chumbimbo, Jagua, Gualanday, Algarrobo, Nogal Cafetero;03/15/2020 12:00:00 AM;Sembraton;Ebéjico;Quirimara Placitas;1225;2.45
2305;Niguito;07/21/2021 12:00:00 AM;SEMBRATON APOYO;Ebéjico;Quirimara Placitas;2000;4
80;Guayacán Amarillo, Guayacan Rosado, Piñón de Oreja, Chocho Rojo, Acacia Rosada, Guadua, Urapan, Pisquín;03/15/2020 12:00:00 AM;Sembraton;Ebéjico;Quirimara Placitas;300;0.6
1661;Cedro, ceiba, Varasanta, Chimbimbo, Tompillo, Tachuelo;04/16/2021 12:00:00 AM;siembra Voluntaria;Ebéjico;Quirimara Rodeo;3873;7.746
1833;Guayacán rosado, Cedro, Suribio, Cedro Amarillo, Arrayán Manizaleño, Cámbulo, Caoba, Pacó, Guásimo, Móncoro, Payandé, Teca, Clavellino, Abarco, Gualanday, Algarrobo, Chirlobirlo, Nogal Cafetero;10/09/2021 0:00;Obligación Contractual;Ebéjico;Zarzal;280;0.56
1849;Suribio, Cedro Amarillo, Guásimo, Móncoro, Payandé, Teca, Clavellino, Abarco, Abarco, Samán;10/09/2021 0:00;Obligación Contractual;Ebéjico;Expansion Urbana;50;0.1
69;Biscofio, Guayacán Amarillo, Quiebrabarrigo, Chumbimbo, Nogal Cafetero;03/15/2020 12:00:00 AM;Sembraton;Ebéjico;Expansion Urbana;450;0.9
1378;Almendron, Samán;11/18/2020 12:00:00 AM;siembra Voluntaria Mineros Aluvial S.A.S;El Bagre;Cabecera Municipal;70;0.14
1372;Almendron, Samán;08/28/2020 12:00:00 AM;siembra Voluntaria Mineros Aluvial S.A.S;El Bagre;Cabecera Municipal;2500;5
1633;Almendron, Samán;08/28/2021 12:00:00 AM;siembra Voluntaria Mineros Aluvial S.A.S;El Bagre;Cabecera Municipal;2500;5
992;Piñón de Oreja;6/05/2021 0:00;Siembra un arbol por cada millo convenio Biovivero municipio de El Bagre;El Bagre;Cabecera Municipal;37;0.074
1370;Guayacan de Manizales;08/14/2020 12:00:00 AM;siembra Voluntaria Mineros Aluvial S.A.S;El Bagre;Cabecera Municipal;3500;7
1373;Almendron, Samán;10/16/2020 12:00:00 AM;siembra Voluntaria Mineros Aluvial S.A.S;El Bagre;Cabecera Municipal;3000;6
