Ticket;Nombre comun;Fecha;evento;Ciudad;Vereda;Arboles;Hectareas
1789;guivan;01/25/2022 12:00:00 AM;convite restauración ecológica;Ituango;Chontaduro;250;0.5
830;Guayacán rosado, velero, Carbonero, Gualanday, Aliso, Nogal Cafetero;12/11/2020 0:00;Obligación Contractual;Ituango;Georgia;150;0.3
594;Guabán, Necedero, Chachafruto;08/21/2020 12:00:00 AM;Sembrar Nos Une 2020;Ituango;Los Galgos;1500;3
860;Guayacán Amarillo, Quiebrabarrigo, totumo, Guamo Churimo;04/27/2021 12:00:00 AM;Sembratón Compensación Convenios 040-COV2011-218 y 040-COV2011-219;Ituango;Los Galgos;115;0.23
2191;Cedro altura;10/20/2021 12:00:00 AM;SEMBRATON APOYO;Ituango;Santa Lucia;70000;140
2190;Cedro Negro;5/07/2021 0:00;SEMBRATON APOYO;Ituango;Santa Lucia;10000;20
324;Chocho Rojo, Pino Colombiano Romeron, Chagualo;03/17/2020 12:00:00 AM;SEMBRATON;Jardín;Cabecera Municipal;300;0.6
805;Palma de Cera del Quindìo;3/08/2021 0:00;siembra de palma de cera;Jardín;Cabecera Municipal;3;0.006
295;Roble;4/10/2020 0:00;DONACIÓN DE ARBOLES;Jardín;Caramanta;27;0.054
1592;Pata de vaca;10/19/2021 12:00:00 AM;Jornada de siembra de árboles nativos por los caminos ancestrales de cristiania;Jardín;Cristiania;299;0.598
1595;jaboncillo;10/16/2021 12:00:00 AM;Siembra de especies nativas por los caminos ancestrales del Karmata Rúa;Jardín;Cristiania;33;0.066
1585;Pata de vaca;10/16/2021 12:00:00 AM;Siembra de arboles nativos en Karmata Rua;Jardín;Cristiania;596;1.192
1012;Guayacan Amarillo, Espadero, Pino Colombiano Romeron, Ceiba Bonga, Gualanday;5/10/2021 0:00;sembraton cristiania;Jardín;Cristiania;5;0.01
1013;Guayacán Amarillo;5/10/2021 0:00;sembraton cristinia;Jardín;Cristiania;500;1
1593;papayuelo;10/16/2021 12:00:00 AM;Siembra de arboles nativos por los caminos ancestrales del resguardo indígena Karmata Rúa;Jardín;Cristiania;63;0.126
819;Guayacan Rosado, Quiebrabarrigo, Arrayán, Hayuelo, velero, Drago, Carbonero, Gualanday, Aliso, Chirlobirlo, Nogal Cafetero;12/05/2020 0:00;Obligación Contractual;Jardín;Cristiania;250;0.5
309;Cheflera Mano de Oso, Aguacatillo;8/12/2020 0:00;SEMBRATON;Jardín;Cristiania;500;1
1582;Pata de vaca;12/15/2021 12:00:00 AM;Siembra de Arboles Nativos Por los Caminos Ancestrales por los caminos Ancestrales;Jardín;Cristiania;40;0.08
1408;Guayacan Polvillo, Pata de vaca, Cedro, Guamo Machete, Guamo Churimo, papayuelo;10/16/2021 12:00:00 AM;Cuidando nuestra madre tierra de manera mancomunada sembrando vida en el resguardo indigena;Jardín;Cristiania;1600;3.2
1596;Guama;10/16/2021 12:00:00 AM;Siembra de árboles nativos de por los caminos ancestrales del resguardo Indígena Karmata Rúa;Jardín;Cristiania;82;0.164
1594;Guayacan Polvillo;10/16/2021 12:00:00 AM;Siembra de arboles nativos por los caminos ancestrales del resguardo Karmata Rúa;Jardín;Cristiania;119;0.238
1407;Guayacan Polvillo;10/15/2021 12:00:00 AM;Sembraton Mancomunado para la Vida y proteteccion del Resguardo;Jardín;Cristiania;1250;2.5
809;Palma de Cera del Quindìo;03/21/2021 12:00:00 AM;siembra de palma de cera;Jardín;El Tapado;6;0.012
797;Palma de Cera del Quindìo;3/03/2021 0:00;siembra palma de cera;Jardín;El Tapado;4;0.008
671;Nispero;01/29/2021 12:00:00 AM;Siemba en predio;Jardín;El Tapado;1;0.002
1251;Guayacan Amarillo, Suribio, casco de buey, velero, Aguacatillo, Nogal Cafetero;10/12/2021 0:00;SEMBRATON 12 DE OCTUBRE;Jardín;Gibraltar;2500;5
673;Cedro de Altura, Espadero, Chumbimbo, Gualanday, Chachafruto, Chagualo;2/08/2021 0:00;Siembra en dos predios uno en la vereda La Arboleda y otro en la vereda Gibraltar;Jardín;Gibraltar;50;0.1
801;Palma de Cera del Quindìo;3/04/2021 0:00;siembra de palma de cera;Jardín;La Arboleda;3;0.006
672;Cedro de Altura, Espadero, Chumbimbo, Gualanday, Chachafruto, Chagualo;2/08/2021 0:00;Siembra en predio en dos predios uno en a vereda La Arboleda y otro en la vereda Gibraltar;Jardín;La Arboleda;50;0.1
323;Guayacán Amarillo, Guayacan Rosado, Cedro Negro, Nogal Cafetero;9/09/2020 0:00;SEMBRATON;Jardín;La Casiana;500;1
263;Aguacatillo;11/07/2020 0:00;Cada uno un árbol;Jardín;La Casiana;1;0.002
296;Barcino;11/07/2020 0:00;SIEMBRA UN ÁRBOL Y ADOPTALO;Jardín;La Casiana;60;0.12
264;Guayacán Amarillo;11/07/2020 0:00;Cada uno un árbol;Jardín;La Casiana;1;0.002
262;Guayacán Amarillo, Guayacan Rosado, Barcino, Manzano de Monte, Chocho;11/07/2020 0:00;Cada uno un árbol;Jardín;La Casiana;40;0.08
298;Roble;11/12/2020 0:00;donación de arboles;Jardín;La Casiana;50;0.1
1305;Magnolio Gallinazo Blanco;11/12/2021 0:00;siembra magnolios;Jardín;La Herrera;50;0.1
1209;Ceiba rosada, Eucalipto arcoíris, Gualanday;03/27/2021 12:00:00 AM;CONVENIO 040-COV2008-75 PIRAGUA - AIRE;Jardín;La Herrera;3;0.006
299;Roble;09/14/2020 12:00:00 AM;DONACIÓN DE ARBOLES;Jardín;La Herrera;60;0.12
796;Palma de Cera del Quindìo;3/02/2021 0:00;siembra palma de cera;Jardín;La Herrera;12;0.024
301;Roble;7/10/2020 0:00;DONACIÓN DE ARBOLES;Jardín;La Herrera;100;0.2
669;Chumbimbo, Chagualo, Roble;01/16/2021 12:00:00 AM;Siembra en Predio;Jardín;La Herrera;33;0.066
315;Cheflera Mano de Oso;5/12/2020 0:00;DONACIÓN DE ARNOLES;Jardín;La Herrera;100;0.2
306;Roble;07/15/2020 12:00:00 AM;DONACIÓN DE ARBOLES;Jardín;La Herrera;50;0.1
293;Roble;11/10/2020 0:00;DONACIÓN DE ARBOLES;Jardín;La Herrera;24;0.048
367;Cedro rosado, Guayacan Amarillo, Balso, Guamo, Carbonero, Nogal Cafetero;12/07/2020 0:00;Sembratón Jardín;Jardín;La Herrera;56;0.112
311;Arrayán, Balso;4/06/2020 0:00;SEMBRATON;Jardín;La Linda;500;1
798;Palma de Cera del Quindìo;4/03/2021 0:00;siembra de palma de cera;Jardín;La Linda;72;0.144
654;Piñón de Oreja, Chumbimbo, Comino Crespo, Palma de Cera Cafetera, Caña Fistula, Acacia Rosada, Caracolí, Balso, Algarrobo, Roble;12/16/2020 12:00:00 AM;Siembra en Veredas La Mesenia, Serranias y Macanas;Jardín;La Mesenia;3500;7
912;Roble;12/18/2020 12:00:00 AM;sembraton dicembrina;Jardín;La Mesenia;3500;7
806;Palma de Cera del Quindìo;3/08/2021 0:00;siembra de palma de cera;Jardín;La Salada;10;0.02
294;Cedro de Altura;10/02/2020 0:00;SEMBRATON;Jardín;La Salada;500;1
322;Guayacán Amarillo, Balso Blanco, Chirlobirlo, Aguacatillo, Roble;3/04/2020 0:00;SEMBRATON;Jardín;La Salada;1000;2
601;Guayacan de monte, Guamo, Roble, Guayacan Amarillo, Aguacatillo;10/02/2020 0:00;SEMBRATON;Jardín;La Salada;500;1
804;Palma de Cera del Quindìo;3/06/2021 0:00;siembra de palma de cera;Jardín;La Salada;20;0.04
1543;Nispero, Chagualo;11/13/2021 12:00:00 AM;Obligación Contractual;Jardín;La Selva;24;0.048
677;Espadero;02/18/2021 12:00:00 AM;Siembra con los niños en el canopy;Jardín;La Selva;76;0.152
303;Roble;6/02/2020 0:00;DONACIÓN DE ARBOLES;Jardín;La Selva;120;0.24
318;Chagualo, Aguacatillo;08/17/2020 12:00:00 AM;DONACIÓN DE ARBOLES;Jardín;La Selva;200;0.4
1542;Nispero, Chagualo;11/13/2021 12:00:00 AM;Obligación Contractual;Jardín;La Selva;21;0.042
1080;Acacia Rosada, Urapan, Guamo Churimo, Roble;11/12/2020 0:00;Siembra relacionada al convenio 040-COV2010-205;Jardín;Macanas;2759;5.518
929;Guamo Liso, Acacia Roja, Urapan, Roble;1/10/2020 0:00;Convenio 040-COV2010- 205;Jardín;Macanas;40;0.08
300;Roble;10/07/2020 0:00;DONACIÓN DE ARBOLES;Jardín;Macanas;100;0.2
413;Cedro de Altura, Pino Colombiano Romeron, Sietecueros, Drago, Chagualo;08/31/2019 12:00:00 AM;sembraton;Jardín;Macanas;1200;2.4
1760;Guayacán Amarillo, Vainillo;01/28/2022 12:00:00 AM;sembraton;Jardín;Macanas;100;0.2
1578;calatola costaricensis, Quimulá, Cedro Negro, Chirimoya, Barcino, Uvito de monte, Cheflera Mano de Oso, Chagualo;01/14/2022 12:00:00 AM;Especies amenazadas;Jardín;Macanas;56;0.112
1758;Roble;01/28/2022 12:00:00 AM;sembraton;Jardín;Macanas;18;0.036
820;Guayacan Rosado, Quiebrabarrigo, Arrayán, Drago, Chirlobirlo, Nogal Cafetero;12/05/2020 0:00;Obligación Contractual;Jardín;Morro Amarillo;150;0.3
808;Palma de Cera del Quindìo;3/09/2021 0:00;siembra de palma de cera;Jardín;Morro Amarillo;3;0.006
800;Palma de Cera del Quindìo;3/04/2021 0:00;siembra de palma de cera;Jardín;Morro Amarillo;6;0.012
642;Arrayán, Drago, Carbonero, Gualanday, Chirlobirlo, Nogal Cafetero;12/12/2020 0:00;Siembra en predio;Jardín;Morro Amarillo;250;0.5
811;Palma de Cera del Quindìo;3/05/2021 0:00;siembra de palma de cera;Jardín;Quebrada Bonita;74;0.148
639;Caña Fistula, Chachafruto;12/10/2020 0:00;Siembra en predio;Jardín;Quebrada Bonita;40;0.08
321;Cedro de Altura, Barcino, Drago, Roble;10/23/2020 12:00:00 AM;SEMBRATON;Jardín;Quebrada Bonita;2000;4
275;Palma de Cera del Quindìo;9/11/2020 0:00;DÍA NACIONAL DE LA BIODIVERSIDAD;Jardín;Quebrada Bonita;50;0.1
655;Caña Fistula, Acacia Rosada, Caracolí, Balso, Roble;12/09/2020 0:00;Siembra en Predio;Jardín;Quebrada Bonita;200;0.4
660;Chumbimbo, Roble;01/14/2021 12:00:00 AM;Siembra en Predio;Jardín;Quebrada Bonita;17;0.034
1709;Cedro Rojo, Guayacan Amarillo, Samán, Nogal Cafetero, Roble;02/14/2022 12:00:00 AM;Obligación Contractual;Jardín;Quebrada Bonita;1044;2.088
640;Guayacan Rosado, Arrayán, Abarco, Diomate de Tierra Fría, velero, Chocho, Caracolí, Guamo Peludo, Yolombo Pequeño;12/14/2020 12:00:00 AM;Sembratón en compañia del Ejercito Nacional;Jardín;Rio Claro;3370;6.74
305;Roble;06/20/2020 12:00:00 AM;DONACIÓN DE ARBOLES;Jardín;San Bartolo;60;0.12
670;Espadero;01/23/2021 12:00:00 AM;Siembra en predio;Jardín;San Bartolo;8;0.016
304;Roble;6/09/2020 0:00;DONACIÓN DE ARBOLES;Jardín;San Bartolo;10;0.02
802;Palma de Cera del Quindìo;3/04/2021 0:00;siembra de palma de cera;Jardín;Santa Gertrudis;5;0.01
2195;Saúco;7/07/2021 0:00;SEMBRATON APOYO;Jardín;Serranias;2200;4.4
307;Pino Colombiano Romeron;09/15/2020 12:00:00 AM;DONACIÓN DE ARBOLES;Jardín;Serranias;500;1
656;Guayabo Comun, Caña Fistula, Chocho, Lluvia de Oro, Balso;12/09/2020 0:00;Siembra en Predio;Jardín;Serranias;150;0.3
659;Chachafruto;11/20/2020 12:00:00 AM;Siembra en Predio;Jardín;Serranias;50;0.1
668;Chumbimbo, Chagualo, Roble;01/19/2021 12:00:00 AM;Siembra en predio;Jardín;Serranias;40;0.08
799;Palma de Cera del Quindìo;3/03/2021 0:00;siembra de palma de cera;Jardín;Serranias;3;0.006
930;Cedro de Altura, Carbonero, Chirlobirlo, Roble;1/11/2021 0:00;Siembra convenio 040-COV2010- 206;Jardín;Serranias;34;0.068
1061;Quiebrabarrigo;05/18/2021 12:00:00 AM;siembra finca monte ser;Jardín;Serranias;200;0.4
1088;Cedro Amarillo, Carbonero, Chirlobirlo, Roble;11/12/2020 0:00;Siembra relacionada al convenio 040-COV2010-206;Jardín;Serranias;1868;3.736
1071;Chagualo;06/18/2021 12:00:00 AM;Obligación Contractual;Jardín;Serranias;200;0.4
2317;Chirlobirlo;09/30/2021 12:00:00 AM;SEMBRATON APOYO;Jardín;Serranias;22000;44
1761;Guayacán Amarillo, Vainillo;01/28/2022 12:00:00 AM;sembraton;Jardín;Serranias;100;0.2
2318;Cedro Negro;10/13/2021 12:00:00 AM;SEMBRATON APOYO;Jardín;Serranias;2500;5
2192;Quiebra barrigo;01/18/2021 12:00:00 AM;SEMBRATON APOYO;Jardín;Serranias;3000;6
2193;Aguacatillo;05/28/2021 12:00:00 AM;SEMBRATON APOYO;Jardín;Serranias;1000;2
2194;Cedro altura, Roble;06/17/2021 12:00:00 AM;SEMBRATON APOYO;Jardín;Serranias;10500;21
2196;Quimulá;07/28/2021 12:00:00 AM;SEMBRATON APOYO;Jardín;Serranias;2500;5
2197;Chachafruto;07/29/2021 12:00:00 AM;SEMBRATON APOYO;Jardín;Serranias;2450;4.9
2198;Sauce;8/05/2021 0:00;SEMBRATON APOYO;Jardín;Serranias;3000;6
320;Pino Colombiano Romeron, Huesito;04/27/2020 12:00:00 AM;DONACIÓN DE ARBOLES;Jardín;Verdun;100;0.2
658;Nispero, Aguacatillo, Roble;11/30/2020 12:00:00 AM;Siembra en Predio;Jardín;Verdun;40;0.08
1878;Barcino;12/01/2021 0:00;Obligación Contractual;Jardín;Verdun;40;0.08
302;Roble;05/17/2020 12:00:00 AM;DONACIÓN DE ARBOLES;Jardín;Verdun;50;0.1
1877;Barcino, Pisquin;2/11/2021 0:00;Obligación Contractual;Jardín;Verdun;35;0.07
810;Palma de Cera del Quindìo;03/31/2021 12:00:00 AM;siembra de palma;Jardín;Verdun;20;0.04
807;Palma de Cera del Quindìo;3/08/2021 0:00;siembra de palma de cera;Jardín;Verdun;10;0.02
1353;Suribio, BALA DE CAÑON, Guayabo Comun, cadmio, Carbonero, Gualanday, Aguacatillo;11/13/2021 12:00:00 AM;Obligación Contractual;Jardín;Expansion Urbana;147;0.294
1516;Suribio, BALA DE CAÑON, Guamo Liso, Carbonero, Gualanday;12/17/2021 12:00:00 AM;Obligación Contractual;Jardín;Expansion Urbana;149;0.298
1484;acacia amarilla;06/23/2021 12:00:00 AM;Siembra concesión pacífico 2;Jericó;Cauca;250;0.5
509;Guayacán Amarillo, Guayacán de Manizalez, Tamarindo, Mamoncillo, Guayabo Comun, Roble;1/09/2021 0:00;Sembratón vereda Cauca;Jericó;Cauca;100;0.2
1487;saman;5/05/2021 0:00;Siembra concesión pacífico 2;Jericó;Cauca;231;0.462
45;Guayacán Amarillo, Guayacan Rosado, Cedro Rojo, Piñón de Oreja, Cedrillo Blanco, Acacia Roja, Diomato, Caña Fistula, Caracolí, Ceiba Bonga, Higuerón, Guanabano, Indio Desnudo, Madroño, Mamoncillo, Mango, Nispero, Sapote, Suribio, Algarrobo, Samán;6/11/2020 0:00;SIEMBRA DE BARRERAS VIVAS EN EL PREDIO BARILOCHE;Jericó;Cauca;1958;3.916
1486;Cedro Amarillo;04/16/2021 12:00:00 AM;Siembra concesión pacífico 2;Jericó;Cauca;300;0.6
1483;Ceiba Bonga;3/12/2021 0:00;Siembra concesión pacífico 2;Jericó;Cauca;250;0.5
1485;Cedro Amarillo;05/30/2021 12:00:00 AM;Siembra concesión pacífico 2;Jericó;Cauca;150;0.3
2320;Aguacatillo;10/20/2021 12:00:00 AM;SEMBRATON APOYO;Jericó;Cestillala;250;0.5
2319;Quiebra barrigo;09/16/2021 12:00:00 AM;SEMBRATON APOYO;Jericó;Cestillala;2000;4
2321;Roble;10/29/2021 12:00:00 AM;SEMBRATON APOYO;Jericó;Cestillala;10000;20
1769;Guayacán Amarillo, Cedro, Arrayán, Encenillo, Pino Romeron, Florentino, Mollinedia, Drago, Chagualo, Chirlobirlo, Aguacatillo;9/11/2021 0:00;Obligación Contractual;Jericó;La Aguada;1470;2.94
1772;Quimulá, Chaparro, Chocho Alcaparro, Nadador, olivo de cera, Aliso, Chachafruto;09/15/2021 12:00:00 AM;Obligación Contractual;Jericó;La Pradera;30;0.06
1327;Guayacan Amarillo, Encenillo, Nogal Cafetero, Roble;10/26/2021 12:00:00 AM;Gran Sembratón Cada uno, un árbol;Jericó;La Pradera;400;0.8
951;EUCALIPTO;05/29/2021 12:00:00 AM;Obligación Contractual;Jericó;Palo Santo;5;0.01
942;EUCALIPTO;05/29/2021 12:00:00 AM;SIEMBRA DE ÁRBOLES OBLIGACION CONTRACTUAL;Jericó;Palo Santo;1;0.002
948;Guayacán Amarillo;05/22/2021 12:00:00 AM;Obligación Contractual;Jericó;Palo Santo;60;0.12
342;Guayacán Amarillo;11/30/2020 12:00:00 AM;Siembra de árboles;Jericó;Palo Santo;7;0.014
949;Guayacán Amarillo;05/23/2021 12:00:00 AM;Obligación Contractual;Jericó;Palo Santo;9;0.018
952;Brevas;05/30/2021 12:00:00 AM;Obligación Contractual;Jericó;Palo Santo;2;0.004
341;Carbonero;10/08/2020 0:00;Siembra de árboles;Jericó;Palo Santo;4;0.008
941;Guayacán Amarillo;05/30/2021 12:00:00 AM;SIEMBRA DE ÁRBOLES OBLIGACIÓN CONTRACTUAL;Jericó;Palo Santo;60;0.12
954;Jazmin de Noche;05/31/2021 12:00:00 AM;Obligación Contractual;Jericó;Palo Santo;1;0.002
955;Sietecuero;05/29/2021 12:00:00 AM;Obligación Contractual;Jericó;Palo Santo;9;0.018
953;san juaquin;05/31/2021 12:00:00 AM;Obligación Contractual;Jericó;Palo Santo;1;0.002
945;Sietecueros;05/31/2021 12:00:00 AM;Obligación Contractual;Jericó;Palo Santo;10;0.02
943;Sietecueros;05/30/2021 12:00:00 AM;SIEMBRA DE ÁRBOLES OBLIGACIÓN CONTRACTUAL;Jericó;Palo Santo;7;0.014
946;Guayacán Amarillo;05/31/2021 12:00:00 AM;Obligación Contractual;Jericó;Palo Santo;60;0.12
1770;Quimulá, Cedro, Chaparro, Chocho Alcaparro, Nadador, olivo de cera, Tabaquillo, Pino Romeron, Aliso, Chachafruto;09/14/2021 12:00:00 AM;Obligación Contractual;Jericó;Palocabildo;100;0.2
44;Guayacán Amarillo, Cedro Rojo, Cedro de Altura, Comino Crespo, Chaquiro, Barcino, Guamo Machete, Guamo Liso, Laurel 1, Chagualo, Roble;06/30/2020 12:00:00 AM;SEMBRATON EN EL PREDIO LAS NUBES;Jericó;Quebradona;5387;10.774
1078;Barcino, Pino Colombiano Romeron, Yarumo Blanco, Cheflera Mano de Oso, Comino Crespo, Aguacatillo;6/12/2021 0:00;Sembraton en el marco de la conmemoración del día del medio ambiente;Jericó;Rio Frío;24;0.048
1118;Barcino, Comino Crespo, Pino Colombiano Romeron, Yarumo Negro, Cariseco, Laurel Comino, Chocho, Churimo, Zapote de monte, Chachafruto, Aguacatillo, Roble;6/05/2021 0:00;Pacto por la Conservación y Preservación del RíoFrío;Jericó;Rio Frío;50;0.1
944;Piñón de Oreja;05/25/2021 12:00:00 AM;Siembra con Corantioquia Jericó finca La Guzmana;Jericó;San Ramon;100;0.2
281;Guayacán Amarillo, Sietecueros, Cedro Negro, Palma Payanesa, Nogal Cafetero;11/07/2020 0:00;cada uno un arbol;Jericó;Expansion Urbana;200;0.4
950;siete cueros;05/29/2021 12:00:00 AM;Obligación Contractual;Jericó;Rio Frio;9;0.018
893;Guayacan Rosado;04/28/2021 12:00:00 AM;Obligación Contractual;La Estrella;Cabecera Municipal;1;0.002
216;Casco de Vaca, Guayacan Rosado, Caracolí, Yarumo Blanco, Nispero, Balso, Aguacatillo;10/24/2020 12:00:00 AM;SEMBRATÓN COMFAMA LA ESTRELLA;La Estrella;El Guayabo;40;0.08
1869;Galathea, Jazmin noche, Poma rosa, Sietecueros, Azahar de la India, Árbol de Júpiter;10/10/2021 0:00;Obligación Contractual;La Estrella;La Bermejala;9;0.018
1768;Mataratón, falso pimiento, Guamo Machete, Níspero, Casco de Vaca, Jagua, Hobo, Guayacán de manizales, Balso;9/03/2021 0:00;Obligación Contractual;La Estrella;La Tablaza;35;0.07
2323;Sauce;02/19/2021 12:00:00 AM;SEMBRATON APOYO;La Estrella;Pueblo Viejo;250;0.5
2322;Quimulá;7/01/2021 0:00;SEMBRATON APOYO;La Estrella;Pueblo Viejo;1525;3.05
2324;Chirlobirlo;10/28/2021 12:00:00 AM;SEMBRATON APOYO;La Estrella;Pueblo Viejo;1000;2
498;guaduas, Amarraboyo, Cheflera, Yarumo Blanco, Guayabo Comun, Balso, Aguacatillo;12/20/2020 12:00:00 AM;SIEMBRA POR MILLON EJECUTADO  CONVENIO 040-COV2010-165;La Estrella;San Isidro;285;0.57
1868;Cedro, Caoba, Cámbulo, Nogal Cafetero;11/14/2021 12:00:00 AM;Obligación Contractual;La Estrella;Expansion Urbana;30;0.06
2560;Guayacan Amarillo, Ceiba Tronadora, Cedros;04/23/2022 12:00:00 AM;Sembraton en celebración del día del árbol y la tierra;La Pintada;Cabecera Municipal;50;0.1
1726;Cedro Rojo, Guayacan Amarillo, Piñón de Oreja, Carbonero, Nogal Cafetero;02/26/2022 12:00:00 AM;Obligación Contractual;La Pintada;Cabecera Municipal;44;0.088
1563;Guayacán Amarillo, Cedro, Arrayán Manizaleño, Mataratón, Jagua, Parasiempre, Chiminango, Aceite Maria, Guamo Machete, Ébano;08/26/2021 12:00:00 AM;Obligación Contractual;La Pintada;Cabecera Municipal;60;0.12
1489;Cedro Amarillo, ceiba;10/01/2021 0:00;Siembra concesión pacífico 2;La Pintada;La Pintada;1000;2
1478;ceiba, acacia amarilla;06/15/2021 12:00:00 AM;Siembra concesión pacífico 2;La Pintada;La Pintada;265;0.53
1683;Guayacan Amarillo;02/26/2022 12:00:00 AM;cada uno, un árbol  ¡Tarea de Todos!;La Pintada;La Pintada;44;0.088
1414;Cedro, Cedro Amarillo;6/01/2021 0:00;Siembra concesión Pasífico 2;La Pintada;La Pintada;1026;2.052
405;Chirlobirlo;12/16/2020 12:00:00 AM;uno por millon;Liborina;Cabecera Municipal;10;0.02
1024;Ceiba Bonga, Ceiba Verde Bonga;04/28/2021 12:00:00 AM;Sembratón;Liborina;Cabecera Municipal;102;0.204
1588;Guayacan Amarillo, Chachafruto, Nogal Cafetero;11/17/2021 12:00:00 AM;Convite ciudadano  por el agua;Liborina;Cabecera Municipal;200;0.4
1584;Guayacan Amarillo, Indio Desnudo, Diomato, Guayabo Comun, Ceiba Verde Bonga, Ceiba Tolua, Ceiba Bonga, Cambulo, Algarrobo;12/21/2021 12:00:00 AM;Sembratón Hospital Adulto Mayor;Liborina;Cabecera Municipal;45;0.09
81;Cedro Amarillo, Diomato, Indio Desnudo, Guayacan Trebol, Búcaro, Algarrobo, Chirlobirlo;6/05/2020 0:00;CONMEMORACION DIA DEL MEDIO AMBIENTE;Liborina;Cabecera Municipal;1500;3
401;Almendro;12/15/2020 12:00:00 AM;reforestación mesa ambiental;Liborina;Cabecera Municipal;8;0.016
1123;Diomate, ceiba, Ceiba Verde Bonga, Chirlobirlo, Nogal Cafetero;04/28/2021 12:00:00 AM;Sembratón;Liborina;Danzante;102;0.204
1587;Diomato, Guayabo Comun, Chirlobirlo, Nogal Cafetero;07/28/2021 12:00:00 AM;Sembraton Media Tecnica San Diego;Liborina;Estancias;550;1.1
1674;Alcaparro Enano, Chumbimbo, Aguacatillo;2/05/2022 0:00;Obligación Contractual;Liborina;La Palma;157;0.314
395;Aguacate;12/13/2020 12:00:00 AM;siembra guardabosques;Liborina;La Peñola;10;0.02
189;Guayabo Comun, Almendro, Comino Crespo, Búcaro, Chirlobirlo, Nogal Cafetero;10/09/2020 0:00;Conmemoracion dia mundial del arbol;Liborina;Malvaza;285;0.57
406;Almendro;12/16/2020 12:00:00 AM;reforestación uno por millón;Liborina;Malvaza;8;0.016
1706;Guayacan Amarillo, Guayacán de Manizalez, camelias, yopo, Guacimo, Chirlobirlo;02/25/2022 12:00:00 AM;sembraton;Liborina;Peregrino;150;0.3
963;Guamo Churimo, Pomarosa;6/01/2021 0:00;Obligación Contractual;Liborina;San Dieguito;47;0.094
463;Guacamayo;11/07/2020 0:00;Cada uno un arbol;Liborina;San Dieguito;3;0.006
464;Quebracho, Resbalamono;11/07/2020 0:00;Cada uno un arbol;Liborina;San Dieguito;6;0.012
813;Chachafruto;03/31/2021 12:00:00 AM;Obligación Contractual;Liborina;San Dieguito;102;0.204
1589;Hayuelos, Quimulá, Arrayán, Guayacán de Manizalez, olivo de cera, Arboloco, laurel, Hayuelo, Sauco de Monte, Mantequillo, Espadero, Pino Colombiano Romeron, Frutegallina, Limoncillo, Magnolio Alma Negra, Drago, Aliso, Chagualo, Roble;02/17/2021 12:00:00 AM;Cuencas 01;Liborina;San Miguel;28800;57.6
402;Chirlobirlo;12/15/2020 12:00:00 AM;uno por millon;Liborina;San Pablo;10;0.02
1581;Quimulá, Cedro Rojo, Cedro de Altura, Arrayán, Pino Colombiano Romeron, Laurel Huesito, Camargo, Sauco de Monte, Barcino, Drago, Aliso, Chachafruto, Chagualo;12/22/2021 12:00:00 AM;Aunar esfuerzos para contribuir a la conservación y restauración de nuestros ecosistemas estratégicos, asociados a fuentes hídricas en el municipio de Liborina - Antioquia;Liborina;Volador;20000;40
1586;Quimulá, Cedro Rojo, Pino Colombiano Romeron, olivo de cera, Barcino, Laurel Huesito, Frutillo, Nadador, Espadero, Drago, Aliso, Chirlobirlo, Roble;9/01/2021 0:00;Convenio cuencas 2;Liborina;Volador;25000;50
1832;Guayacán rosado, Guayacán rosado, Cedro, Arrayán Manizaleño, Cámbulo, Caoba, Pacó, Gualanday, Algarrobo, Nogal Cafetero;10/08/2021 0:00;Obligación Contractual;Liborina;Expansion Urbana;100;0.2
1864;Cedro, Casco de Vaca, Vara Santa, Dinde, Payandé, Móncoro, Cedro, Ceiba rosada, Samán;11/12/2021 0:00;Obligación Contractual;Maceo;Cabecera Municipal;40;0.08
419;dorancel, Guayacán Amarillo, Guayacán de Manizalez, Samán;12/23/2020 12:00:00 AM;sembraton Maceo somos todos;Maceo;Corrales la Cuchilla;50;0.1
420;donracel, Guayacán Amarillo, Quiebrabarrigo, Ceiba Bonga, Samán;12/23/2020 12:00:00 AM;Sembraton Maceo somos todos;Maceo;Guardasol;70;0.14
421;gliricidia sepium, Guayacán Amarillo, Quiebrabarrigo, Ceiba Bonga, Samán;12/22/2020 12:00:00 AM;Sembraton Maceo somos todos;Maceo;San Antonio;70;0.14
2375;Guayacan Rosado, nacedero, Cedro, Suribio, Abarco, Ariza, Biscofia, Bucaro, Cambulo, Caoba, Caracoli, Carate, Casco de Vaca, ceiba, Chiminango, Ebano, Guacimo, Guamo, Guayabo, Guayacan Amarillo, Igua, Iguano, Mamoncillo, moncoro, Pero de agua, Piñón de Oreja, saman, Tambor, Varasanta, velero, Balso, Carbonero, Gualanday, Algarrobo, Chirlobirlo, Aguacatillo, Nogal Cafetero;04/16/2021 12:00:00 AM;Siembra por la vida;Maceo;Santa María;3835;7.67
398;Guayabo Comun;12/14/2020 12:00:00 AM;Siembra;Marinilla;Cascajo Arriba;22;0.044
259;Arrayán, Corono Espino, Ceiba de Tierra Fria, Abutilon Rosado, Árbol de Cera, Níspero, maíz tostado, Búcaros;11/07/2020 0:00;Cada uno un árbol;Marinilla;Santa Cruz;30;0.06
1233;Cedro, Guayacan Amarillo, EUCALIPTO, Chagualo, Roble;7/04/2021 0:00;Sembratón Sendero Ecológico;Montebello;Cabecera Municipal;500;1
